,text,IPA
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/873.wav,unknown,p a l k a v o l a z e s t v i n ʌ ɪ n ɡ ə ɡ l o s k a m ɪ ɡ r a r z i n a v ʌ ts o t r t ə
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/245.wav,unknown,d a n e tʃ i l a p o z e p i ts a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/963.wav,unknown,a t e d e x aɪ t n o ʒ o n a x a k r a ʃ o
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/891.wav,unknown,t a l ʃ i e o m b a b o ʃ k i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/259.wav,unknown,a x o d ɔ ʒ y ɲ i k d ɔ l v e n b e t i z ə n d a k k r a v
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/174.wav,unknown,ɡ d a ɲ i m v o l t i a l s s t a n o p p r e z i d e n t a n
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/493.wav,unknown,a n l o v i t t a n e v a tʲ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/960.wav,unknown,l o v i t v e s p a m e t i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/208.wav,unknown,ɡ k a l d a v a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/54.wav,unknown,m aɪ t e l e f o n m o ʒ ə t u d ɔ ʃ a t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/727.wav,unknown,k r aː s n i o t s ʌ m o ʃ e n ɲ i a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/93.wav,unknown,t e m a ʒ e ʃ k r e ʃ e t ʌ v aɪ t n a m i n e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/164.wav,unknown,m a ɡ ʌ d ɔ n a l i t s u n d ʃ e l t e k i m i z e k k r i l s r a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/743.wav,unknown,v i k r ʌ n o f ʃ y s ʌ n v ʌ d o m
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/827.wav,unknown,e ts e aː l n a j a p o m y ʃ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/310.wav,unknown,p a b ʌ v ɔ l t ʌ v tʃ o k r n e d e k r e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/711.wav,unknown,k r a ɡ o l k a p o n t ʌ z e v e r z i d n y m n e m b a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/572.wav,unknown,o m a j i v o l d o m a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/751.wav,unknown,t a v s e m i t ts ʌ v e t ʌ n aɪ ʌ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/924.wav,unknown,k o l f k a m e o ɡ aɪ t p o l z i n a n o t ʃ e j u
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/170.wav,unknown,ɡ a ɡ d a n e m p e n i m a s s t a t i s t i k u
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/265.wav,unknown,m aɪ j ɔ p o l a t i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/450.wav,unknown,k r e k k r e t i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/197.wav,unknown,p k r a ɡ ɡ r a n i k r a r a n v i ʃ n i s a m aɪ p k r a s t aɪ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/303.wav,unknown,s i n n ʉ m aɪ x t i v i n d
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/220.wav,unknown,s e v i t ɡ i s a ʒ o ɡ l y
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/356.wav,unknown,i l i f s a l aː t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/308.wav,unknown,z a v k r a s t a n e t b o l n a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/872.wav,unknown,f k a f k o p e p a p r a d a k ts j a l n e a l t k i n o d v i k k ts u
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/581.wav,unknown,v u l l a d i l l a t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/125.wav,unknown,q oː ʃ a t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/819.wav,unknown,v ɑ l ɲ e n n i x a l a d i l n i k
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/241.wav,unknown,ɲ e n l o v l o m ʌ f e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/212.wav,unknown,p k r i n t ʌ s p r a s l ɔ s
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/862.wav,unknown,s t a n ə i z d e n i m ʌ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/647.wav,unknown,o n n a l s i j e ʃ o v e t f e k r
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/67.wav,unknown,k r a s t e s ts i t e t i a v o ɡ i v y k a ɲ u f n i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/186.wav,unknown,aɪ t e l a s u v ʌ o v e l i tʃ i t k r e t i ŋ k
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/421.wav,unknown,f t a k e n i ç e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/336.wav,unknown,a m a tʃ k a n e z e n aː j i t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/532.wav,unknown,m aɪ n n e ʒ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/193.wav,unknown,a s ɑ b e n n a v o z u ɡ l ʌ s ʃ e s t i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/138.wav,unknown,o ʒ e i j o n a m y p k l a f o ts t i l l i p a ɡ e z t k o
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/354.wav,unknown,k a t a ts e n a l e ʒ o
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/859.wav,unknown,b e s t a k r a v u ŋ ɡ ʌ l a v e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/808.wav,unknown,a l tʃ k a d e n u ŋ k
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/156.wav,unknown,t o t e d e l aɪ ʃ v o s l e k r a v o l t e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/155.wav,unknown,e k r a v o l t o y u v k a n p a n e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/919.wav,unknown,t o p r a v i n k a v i d o t v e l s i s k i ɡ o t r a d
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/756.wav,unknown,v ʌ l ɔ k t i t a n i s ɔ m k i m i k ʌ n d ə n s ɛ t a k r a n m i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/657.wav,unknown,p a v ʌ l i z a s t i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/813.wav,unknown,r l a s t k aɪ d ɪ θ k
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/309.wav,unknown,θ e n k r r v s e l e n aɪ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/742.wav,unknown,d i a f o t r a k o
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/123.wav,unknown,t a l i t r a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/683.wav,unknown,i x ʌ v i l ʌ m n ʌ ʒ ʌ ʃ t ʌ v a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/776.wav,unknown,v e n a a l t k ɡ r e ts e i p e t o p a r ɡ r a z i l a i v o n i tʃ i v o
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/807.wav,unknown,t r o m p o d n e j e k o m p r o k r i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/830.wav,unknown,d e s v a v ɔ d ə n ʌ j a v aɪ t i v ə x a n d ʌ n e j e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/446.wav,unknown,k l a k d a j e x aɪ t d o m i k r o
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/557.wav,unknown,f e ɲ i k
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/755.wav,unknown,p k r i n t e ɡ r s k r oː n i x
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/520.wav,unknown,m ʉ b u x e t i l e s p a z a v v k r a k a t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/377.wav,unknown,o m n i tʃ k a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/368.wav,unknown,p a k aɪ j e ʃ o v ɡ k r a f i ɲ i e d e l l v e s
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/454.wav,unknown,v e tʃ e k k ʊ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/414.wav,unknown,i d i v i d ɔ l n e θ t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/896.wav,unknown,m aɪ t y m y n e n e m b ʌ ɡ ʌ l ʌ v o e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/534.wav,unknown,a l d ə k r i s
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/824.wav,unknown,t e s s t p o b k r a ɡ k r a m i k r a v ʌ n j o
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/875.wav,unknown,s t o l ɪ n ɡ ʊ ɡ r a v oː n e p ʌ l l e t e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/485.wav,unknown,k r a t e v i d n i k i
